chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
0vmvmj77j3p6vcy7,simpleBar,pending,What is the net income sum from 2010 to 2015?,Identify the bars corresponding to the years 2010 through 2015 inclusive. Retrieve the net income value for each of those years. Sum the collected values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2010"", ""2015""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Net income in USD""}]}",,
174uq759pluu079w,stackedBar,pending,What is the sum of Sony's rankings for 2017 and 2018?,Filter the data to include only the years 2017 and 2018. Sort the manufacturers by their shipment values from highest to lowest within each year. Determine Sony's numerical position in the ordered list for 2017 and its position for 2018. Sum the two resulting rank numbers.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2017"", ""field"": ""Shipments_Million_Units"", ""group"": ""Sony""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2018"", ""field"": ""Shipments_Million_Units"", ""group"": ""Sony""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}]}",,
0w5jptak9peti0mj,groupedBar,pending,How many years in total did APAC have the lowest annual revenue?,Examine the annual revenue values across the three regions for each year. Determine which region has the minimum revenue in each year. Count the number of years where APAC holds that minimum value.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""APAC"", ""groupB"": ""Americas"", ""seriesField"": ""Region"", ""by"": ""Year"", ""field"": ""Annual revenue in million USD"", ""signed"": true}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""operator"": ""<"", ""value"": 0}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""groupA"": ""APAC"", ""groupB"": ""EMEA"", ""seriesField"": ""Region"", ""by"": ""Year"", ""field"": ""Annual revenue in million USD"", ""signed"": true}, {""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""operator"": ""<"", ""value"": 0}], ""ops3"": [{""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}}]}",,
5po479f2ju9lqv16,simpleLine,pending,What is the total from 2011 to 2017?,Locate the data points for the years 2011 through 2017 inclusive. Extract the inhabitants values for each of those years. Sum the extracted numbers.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2011"", ""2017""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Inhabitants in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""factor"": 7.0}]}",,
2kmpy10btl65kr2j,multipleLine,pending,What is the average of the percentage of responses in the last three years of Favourable views of the US?,"Find the ""Favorable view of US"" values for the final three years on the x-axis. Sum these three percentages. Divide the resulting total by three.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2015"", ""2017""], ""group"": ""Favorable view of US""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage_of_Respondents""}]}",,
0vqxnzu0mpbz12ch,simpleBar,pending,Which of the differences between 2018 and 2019 or the differences between 2023 and 2025 is the bigger value?,Calculate the absolute difference in the share of population with a smartphone between 2018 and 2019. Compute the absolute difference in the share between 2023 and 2025. Compare the two resulting differences to determine which is larger.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2018"", ""field"": ""Share of population with a smartphone""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2019"", ""field"": ""Share of population with a smartphone""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": false}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2023*"", ""field"": ""Share of population with a smartphone""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2025*"", ""field"": ""Share of population with a smartphone""}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n4""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n5"", ""targetB"": ""ref:n4"", ""signed"": false}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,
19xwo5oscmgpcdyl,stackedBar,pending,What the average of the agricultural values for all years in which the value of industry is greater than 0.2?,"Scan the dataset for fields or categories named agricultural and industry. Observe that the provided data only classifies subsidies by energy types such as Oil, Gas, and Coal. Conclude that the requested average cannot be calculated from the given chart.",,,
0wgqpso2vnilpym6,groupedBar,pending,Is the difference between Alaska's 2000 value and 2020 value greater than Total's 2020 minus 2000 value?,Compute the absolute difference between the 2000 and 2020 values for Alaska. Subtract the 2000 value from the 2020 value for the Total category. Check if the first result is strictly greater than the second.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Alaska"", ""field"": ""Production in million barrels per day"", ""group"": ""2020""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Alaska"", ""field"": ""Production in million barrels per day"", ""group"": ""2000""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Total"", ""field"": ""Production in million barrels per day"", ""group"": ""2020""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Total"", ""field"": ""Production in million barrels per day"", ""group"": ""2000""}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5"", ""signed"": true}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,
651x1l1swysyy6vp,simpleLine,pending,When was the fifth highest percentage of the values on the chart?,Sort all the percentage values across the dates in descending order. Identify the fifth highest value in the sorted sequence. Find the dates that correspond to this specific percentage.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents who are worried"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 5, ""from"": ""left""}]}",,
2s65jcap9pn289qx,multipleLine,pending,What is the sum of the differences between women and men in the last five years?,Identify the five most recent years in the chart. Compute the absolute difference between the male and female population values for each of those years. Sum the resulting five differences.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2016"", ""2020""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""Female"", ""groupB"": ""Male"", ""seriesField"": ""Gender"", ""by"": ""Year"", ""field"": ""Population_Million_Inhabitants"", ""absolute"": true}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Population_Million_Inhabitants""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}, ""target"": ""ref:n3"", ""factor"": 5.0}]}",,
0vvz9mdgdiazke5o,simpleBar,pending,What the average of values from 2012 to 2015?,Filter the chart to include only the years 2012 through 2015 inclusive. Extract the gross payment volume for each of these four years. Calculate the average of those selected values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2012"", ""2015""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Gross payment volume in billion USD""}]}",,
19msoowya2szdynd,stackedBar,pending,What is the sum of the Coal values for all years in which the value of Gas is greater than 1/3 of the value of Oil?,Find the Gas and Oil values for each year. Calculate one-third of the Oil value for each corresponding year. Filter the years to retain only those where the Gas value is strictly greater than this calculated threshold. Extract the Coal values for the retained years. Sum these extracted values.,,,
0xc7sx6ll8fl5rgh,groupedBar,pending,What is the average of the vote share at an age when Clinton received a lower vote share?,Find the age groups where Hillary Clinton's percentage of votes is less than Bernie Sanders's. Select Hillary Clinton's percentage values for those specific age groups. Average these selected values.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Hillary Clinton"", ""groupB"": ""Bernie Sanders"", ""seriesField"": ""Candidate"", ""by"": ""Age Group"", ""field"": ""Percentage of votes"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": ""<"", ""value"": 0}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Percentage of votes""}]}",,
66va2s35es5t86l3,simpleLine,pending,What is the year with the largest increase compared to the previous year?,Subtract the value of each year from the value of the subsequent year to determine the increases. Select the year associated with the largest resulting difference.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""In millions""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""In millions""}]}",,
3tc31k5k2o6wmvyp,multipleLine,pending,How many dates were there in total when the percentage sum of dem and rep was less than 70?,Calculate the sum of the Percent_Do_Not_Want_Reelected values for the Democratic and Republican candidates on each date. Compare each resulting total against the threshold of 70. Count the dates that fall below this threshold.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percent_Do_Not_Want_Reelected"", ""operator"": ""<"", ""value"": 35, ""group"": ""Support Dem candidate""}], ""ops2"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}}]}",,
1h4rj9i2jtzq589y,multipleLine,pending,"Which of the most recent years is the value of the EU 5-country media with y-axis values between 51 and 61?
",Filter the data to include only the EU 5-country median group. Identify the years where the Favorable_View_Percentage falls between 51 and 61. Select the latest year from this subset.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""EU 5-country median""}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Favorable_View_Percentage"", ""operator"": "">="", ""value"": 51}, {""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Favorable_View_Percentage"", ""operator"": ""<="", ""value"": 61}], ""ops2"": [{""op"": ""sort"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Year"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""n"": 1, ""from"": ""left""}]}",,2026-05-25T01:39:34
0gf8ugj84bs1ko2k,stackedBar,pending,What is the average value for each service area in the year when the data center's revenue was highest?,Find the year with the highest revenue for the Data Centers service area. Get the revenue values for all service areas in that specific year. Average those extracted values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Data Centers""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Revenue_Million_USD""}], ""ops2"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Revenue_Million_USD""}]}",,
14jt6jor7iknkjkl,multipleLine,pending,What is the sum of the Confidence in U.S. present values for the period in which the favorite view of the U.S. is the lowest?,Locate the year with the lowest Favorable view of US percentage. Get the Confidence in US president value for that same year. Consider this single value as the total sum.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Favorable view of US""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Percentage""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""field"": ""Percentage"", ""group"": ""Confidence in US president""}]}",,
16aphfabldrpgcmd,multipleLine,pending,What is the sum of the number of weights exceeding 3670 in the Boys group and the number of weights exceeding 3550 in the Girls group?,Count the values in the Boys group that are strictly greater than 3670. Find the number of values in the Girls group that exceed 3550. Sum the two resulting quantities.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average weight in metric grams"", ""operator"": "">"", ""value"": 3670, ""group"": ""Boys""}, {""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Average weight in metric grams"", ""operator"": "">"", ""value"": 3550, ""group"": ""Girls""}, {""op"": ""count"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}}], ""ops3"": [{""op"": ""add"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,
0dglnk2wbf5ll15t,stackedBar,pending,What is the difference between the average of values corresponding to Poor and the average of values corresponding to Good?,Compute the average of the Share_of_Respondents values for the Poor rating across all years. Calculate the average of the Share_of_Respondents values for the Good rating across all years. Subtract the smaller average from the larger average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share_of_Respondents"", ""group"": ""Poor""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""group"": ""Good""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": false}]}",,
10gtgmmgh599jnr7,simpleLine,pending,What is the difference between the second largest and the smallest values between 2000 and 2008?,Filter the data to include only the years from 2000 to 2008 inclusive. Sort the percentage values for these years in descending order to determine the second largest value. Identify the minimum percentage value within the same period. Subtract the smallest value from the second largest value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2000"", ""2008""]}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage_of_Population"", ""order"": ""desc""}, {""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""n"": 2, ""from"": ""left""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""which"": ""min"", ""field"": ""Percentage_of_Population""}], ""ops4"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,
0ix8hz9qvakto18g,simpleLine,pending,What is the sum of the year when the Ease of Doing Business score is the second largest and the year when the Ease of Doing Business score is the second smallest?,Sort the years based on their Ease of doing business score. Find the year that holds the second highest score. Select the year that holds the second lowest score. Add the two identified years together.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Ease of doing business score"", ""order"": ""desc""}, {""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""n"": 2, ""from"": ""left""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Ease of doing business score"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""n"": 2, ""from"": ""left""}], ""ops3"": [{""op"": ""add"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,
0egdxqun1m2n9k4z,simpleBar,pending,What is the average of the revenue multiple from 2006 to 2011?,Filter the chart to include only the years from 2006 through 2011 inclusive. Extract the revenue multiple values for these selected years. Calculate the average of those extracted values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2006"", ""2011""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue multiple""}]}",,
0aj7na7tkqb7iomu,stackedBar,pending,What is the difference between the installed base million value of Tablets in 2017 and the installed base million value of Mobile PCs in 2022?,Find the installed base million value for Tablets in the year 2017. Get the installed base million value for Mobile PCs in the year 2022. Subtract the smaller value from the larger one.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2017"", ""field"": ""Installed_Base_Millions"", ""group"": ""Tablets""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2022"", ""field"": ""Installed_Base_Millions"", ""group"": ""Mobile PCs""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",,
0gvrmm8qbn6o1vya,simpleBar,pending,"What is the average of Season's ticket prices with a ticket price of $60 or less?
",Filter the seasons to include only those with a ticket price of $60 or less. Sum the values of these qualifying seasons. Divide the total by the count of those seasons to compute the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average ticket price in US dollars"", ""operator"": ""<="", ""value"": 60}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Average ticket price in US dollars""}]}",,
0egzejn5mejtnfdm,groupedBar,pending,What is the difference between Scotland's largest value and England and Wales's smallest value?,Find the maximum SharePercentage value among the bars for Scotland. Identify the minimum SharePercentage value among the bars for England & Wales. Subtract the minimum from the maximum.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""SharePercentage"", ""group"": ""Scotland""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""SharePercentage"", ""group"": ""England & Wales""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,
0roec4s0drcyiuz4,simpleLine,pending,"What is the average of the values in the period in which the Unemployment rate value falls for more than two years?
","Treat ""years"" as referring to the chart's time periods, which are quarters. Locate the continuous sequence where the Unemployment rate strictly decreases for more than two consecutive periods. Extract the values corresponding to this declining stretch. Compute the average of these extracted numbers.","{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""direction"": ""decreasing"", ""mode"": ""longest"", ""minLength"": 3, ""field"": ""Unemployment rate (%)"", ""orderField"": ""Quarter""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Unemployment rate (%)""}]}",,
0eq4w2wsl864mhcj,simpleBar,pending,"What is the average of the sales values of a company with a sales volume in million units of 60 or more?
",Isolate the companies meeting the specified volume threshold. Average their corresponding sales figures.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Sales volume in million units"", ""operator"": "">="", ""value"": 60}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Sales volume in million units""}]}",,
0g0xma0b0k29lk5j,stackedBar,pending,"Which year has the second largest difference between 65 years and older and 15–64 years?

","Calculate the absolute difference between the ""65 years and older"" and ""15–64 years"" values for each year. Sort the years based on these computed gaps in descending order. Select the year that corresponds to the second largest difference.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""65 years and older"", ""groupB"": ""15–64 years"", ""seriesField"": ""Age_Group"", ""by"": ""Year"", ""field"": ""Share_of_Total_Population"", ""absolute"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Total_Population"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,
0fhm43s0j7glca29,groupedBar,pending,Which year has the average of the values corresponding to 2018 or the larger value corresponding to 2020?,Calculate the average of the values for the year 2018. Compute the average of the values for the year 2020. Compare the two resulting averages to identify the year with the greater value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""2018""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Revenue in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""group"": ""2020""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Revenue in billion US dollars""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,
