chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
5po479f2ju9lqv16,simpleLine,pending,pending,What is the total from 2011 to 2017?,Select the points whose Year values run from 2011 through 2017 inclusive. Sum their “Inhabitants in billions” values. Report the resulting total.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2011"", ""2017""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Inhabitants in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""factor"": 7.0}]}",,,
2kmpy10btl65kr2j,multipleLine,pending,pending,What is the average of the percentage of responses in the last three years of Favourable views of the US?,Locate the “Favorable view of US” series on the chart. Select the last three years shown for that series (2015–2017) and read their percentages. Add those three percentages together. Divide the sum by 3 to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2015"", ""2017""], ""group"": ""Favorable view of US""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage_of_Respondents""}]}",,,
0vqxnzu0mpbz12ch,simpleBar,pending,pending,Which of the differences between 2018 and 2019 or the differences between 2023 and 2025 is the bigger value?,Read the chart values for 2018 and 2019 and compute their difference. Read the chart values for 2023 and 2025 and compute their difference. Compare the two computed differences and select the larger one.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2018"", ""field"": ""Share of population with a smartphone""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2019"", ""field"": ""Share of population with a smartphone""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2023*"", ""field"": ""Share of population with a smartphone""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2025*"", ""field"": ""Share of population with a smartphone""}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n4""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n5"", ""targetB"": ""ref:n4"", ""signed"": true}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,,
19xwo5oscmgpcdyl,stackedBar,pending,pending,What the average of the agricultural values for all years in which the value of industry is greater than 0.2?,Interpret “industry” as the Coal series and “agricultural” as the Gas series in the stacked bars. Check each year’s Coal value and keep only the years where it exceeds 0.2. Select the Gas values for those filtered years. Average the selected Gas values.,,,,2026-05-25T01:56:15
0wgqpso2vnilpym6,groupedBar,pending,pending,Is the difference between Alaska's 2000 value and 2020 value greater than Total's 2020 minus 2000 value?,Read Alaska’s production values for 2000 and 2020 from the chart. Subtract the 2000 value from the 2020 value and take the absolute size of that change. Read Total’s production values for 2000 and 2020 from the chart. Subtract the 2000 value from the 2020 value for Total and compare the two changes.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Alaska"", ""field"": ""Production in million barrels per day"", ""group"": ""2020""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Alaska"", ""field"": ""Production in million barrels per day"", ""group"": ""2000""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Total"", ""field"": ""Production in million barrels per day"", ""group"": ""2020""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Total"", ""field"": ""Production in million barrels per day"", ""group"": ""2000""}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5"", ""signed"": true}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,,
651x1l1swysyy6vp,simpleLine,pending,pending,When was the fifth highest percentage of the values on the chart?,Sort the chart’s percentages from highest to lowest. Count down the ordered values to the fifth position. Read the Date label associated with that fifth-ranked point.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents who are worried"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 5, ""from"": ""left""}]}",,,
2s65jcap9pn289qx,multipleLine,pending,pending,What is the sum of the differences between women and men in the last five years?,"Select the last five years shown on the chart (2016–2020). For each of those years, subtract the men’s Population_Million_Inhabitants value from the women’s value. Sum the five yearly differences to get the total.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2016"", ""2020""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""Female"", ""groupB"": ""Male"", ""seriesField"": ""Gender"", ""by"": ""Year"", ""field"": ""Population_Million_Inhabitants"", ""signed"": true}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Population_Million_Inhabitants""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}, ""target"": ""ref:n3"", ""factor"": 5.0}]}",,,
0vvz9mdgdiazke5o,simpleBar,pending,pending,What the average of values from 2012 to 2015?,Select the four bars for the years 2012 through 2015. Add their “Gross payment volume in billion USD” values together. Divide the sum by 4 to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2012"", ""2015""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Gross payment volume in billion USD""}]}",,,
19msoowya2szdynd,stackedBar,pending,pending,What is the sum of the Coal values for all years in which the value of Gas is greater than 1/3 of the value of Oil?,"Check the chart’s color legend to confirm whether the categories Coal, Gas, and Oil appear as sectors. Verify that only Agriculture, Industry, and Services are present across all years. Conclude that there are no years meeting the stated Gas-versus-Oil condition because those fields do not exist in the chart. Sum the Coal values over the qualifying years, yielding zero.",,,,
0xc7sx6ll8fl5rgh,groupedBar,pending,pending,What is the average of the vote share at an age when Clinton received a lower vote share?,Filter the chart to the age-group panels where Hillary Clinton’s bar is shorter than Bernie Sanders’s bar. Read Clinton’s vote-share values for those selected panels. Calculate the mean of those Clinton values.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Hillary Clinton"", ""groupB"": ""Bernie Sanders"", ""seriesField"": ""Candidate"", ""by"": ""Age Group"", ""field"": ""Percentage of votes"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": ""<"", ""value"": 0}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Percentage of votes""}]}",,,
66va2s35es5t86l3,simpleLine,pending,pending,What is the year with the largest increase compared to the previous year?,Compute the change in “In millions” between each pair of consecutive years shown on the line. Compare these year-to-year increases to find the largest one. Select the later year of the pair with the maximum increase.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""In millions""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""In millions""}]}",,,
3tc31k5k2o6wmvyp,multipleLine,pending,pending,How many dates were there in total when the percentage sum of dem and rep was less than 70?,Group the chart’s points by Date so each date has one Dem value and one Rep value. Sum the Dem and Rep percentages within each date. Compare each date’s sum to the threshold of 70. Count the dates whose summed percentage is below 70.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percent_Do_Not_Want_Reelected"", ""operator"": ""<"", ""value"": 35, ""group"": ""Support Dem candidate""}], ""ops2"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}}]}",,,
1h4rj9i2jtzq589y,multipleLine,pending,pending,"Which of the most recent years is the value of the EU 5-country media with y-axis values between 51 and 61?
",Filter the EU 5-country median series on the chart. Select the points whose y-values fall between 51 and 61 inclusive. Compare the years of those filtered points. Choose the most recent year among them.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""EU 5-country median""}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Favorable_View_Percentage"", ""operator"": "">="", ""value"": 51}, {""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Favorable_View_Percentage"", ""operator"": ""<="", ""value"": 61}], ""ops2"": [{""op"": ""sort"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Year"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""n"": 1, ""from"": ""left""}]}",,,2026-05-25T01:41:01
0gf8ugj84bs1ko2k,stackedBar,pending,pending,What is the average value for each service area in the year when the data center's revenue was highest?,"Locate the year where the Data Centers segment reaches its maximum height. Read the three Revenue_Million_USD values for Data Centers, Cloud, and BPO in that year. Sum those three values and divide by three to get the average across service areas.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Data Centers""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Revenue_Million_USD""}], ""ops2"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Revenue_Million_USD""}]}",,,
14jt6jor7iknkjkl,multipleLine,pending,pending,What is the sum of the Confidence in U.S. present values for the period in which the favorite view of the U.S. is the lowest?,Locate the minimum Percentage value on the “Favorable view of US” line across all years. Note the year where that minimum occurs. Read the “Confidence in US president” Percentage for that same year. Sum the confidence values over that identified period (a single year).,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Favorable view of US""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Percentage""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""field"": ""Percentage"", ""group"": ""Confidence in US president""}]}",,,
16aphfabldrpgcmd,multipleLine,pending,pending,What is the sum of the number of weights exceeding 3670 in the Boys group and the number of weights exceeding 3550 in the Girls group?,Filter the chart to the Boys series and count the years where the plotted weight is greater than 3670. Filter the chart to the Girls series and count the years where the plotted weight is greater than 3550. Add the two counts together.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average weight in metric grams"", ""operator"": "">"", ""value"": 3670, ""group"": ""Boys""}, {""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Average weight in metric grams"", ""operator"": "">"", ""value"": 3550, ""group"": ""Girls""}, {""op"": ""count"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}}], ""ops3"": [{""op"": ""add"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,,
0dglnk2wbf5ll15t,stackedBar,pending,pending,What is the difference between the average of values corresponding to Poor and the average of values corresponding to Good?,Filter the chart to the segments labeled Poor and read their values across all years. Average those Poor values across the four years. Filter the chart to the segments labeled Good and read their values across all years. Average those Good values across the four years. Subtract the Poor average from the Good average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share_of_Respondents"", ""group"": ""Poor""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""group"": ""Good""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}]}",,,
10gtgmmgh599jnr7,simpleLine,pending,pending,What is the difference between the second largest and the smallest values between 2000 and 2008?,Filter the chart to the years 2000 through 2008 inclusive. Sort those points by Percentage_of_Population to find the smallest value and the second-largest value. Subtract the smallest value from the second-largest value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2000"", ""2008""]}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage_of_Population"", ""order"": ""desc""}, {""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""n"": 2, ""from"": ""left""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""which"": ""min"", ""field"": ""Percentage_of_Population""}], ""ops4"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
0ix8hz9qvakto18g,simpleLine,pending,pending,What is the sum of the year when the Ease of Doing Business score is the second largest and the year when the Ease of Doing Business score is the second smallest?,Sort the points by the “Ease of doing business score” value from highest to lowest. Select the year attached to the second entry in that descending order. Sort the points by the same score from lowest to highest. Select the year attached to the second entry in that ascending order. Add the two selected years.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Ease of doing business score"", ""order"": ""desc""}, {""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""n"": 2, ""from"": ""left""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Ease of doing business score"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""n"": 2, ""from"": ""left""}], ""ops3"": [{""op"": ""add"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,,
0egdxqun1m2n9k4z,simpleBar,pending,pending,What is the average of the revenue multiple from 2006 to 2011?,Select the bars for the years 2006 through 2011 inclusive. Add their Revenue multiple values together. Divide the sum by the number of selected years to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2006"", ""2011""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue multiple""}]}",,,
0aj7na7tkqb7iomu,stackedBar,pending,pending,What is the difference between the installed base million value of Tablets in 2017 and the installed base million value of Mobile PCs in 2022?,Locate the Tablets segment for the year 2017 and read its Installed_Base_Millions value. Locate the Mobile PCs segment for the year 2022 and read its Installed_Base_Millions value. Subtract the 2017 Tablets value from the 2022 Mobile PCs value to get the difference.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2017"", ""field"": ""Installed_Base_Millions"", ""group"": ""Tablets""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2022"", ""field"": ""Installed_Base_Millions"", ""group"": ""Mobile PCs""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}]}",,,
0gvrmm8qbn6o1vya,simpleBar,pending,pending,"What is the average of Season's ticket prices with a ticket price of $60 or less?
",Filter the bars to those with “Average ticket price in US dollars” at or below 60. Sum the ticket-price values for the remaining seasons. Count how many seasons remain after filtering. Divide the sum by the count to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average ticket price in US dollars"", ""operator"": ""<="", ""value"": 60}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Average ticket price in US dollars""}]}",,,
0egzejn5mejtnfdm,groupedBar,pending,pending,What is the difference between Scotland's largest value and England and Wales's smallest value?,Find Scotland’s maximum SharePercentage across the response-category panels. Find England & Wales’s minimum SharePercentage across the same panels. Subtract the England & Wales minimum from the Scotland maximum.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""SharePercentage"", ""group"": ""Scotland""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""SharePercentage"", ""group"": ""England & Wales""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
0roec4s0drcyiuz4,simpleLine,pending,pending,"What is the average of the values in the period in which the Unemployment rate value falls for more than two years?
",Interpret “falls for more than two years” as the longest continuous run of quarters where the unemployment rate decreases from one quarter to the next. Select the quarters from the start of that decreasing run through its end. Sum the unemployment-rate values for those selected quarters. Divide by the number of selected quarters to get the average.,"{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""direction"": ""decreasing"", ""mode"": ""longest"", ""minLength"": 3, ""field"": ""Unemployment rate (%)"", ""orderField"": ""Quarter""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Unemployment rate (%)""}]}",,,
0eq4w2wsl864mhcj,simpleBar,pending,pending,"What is the average of the sales values of a company with a sales volume in million units of 60 or more?
",Filter the bars to those with sales volume at least 60 million units. Add the sales values for the remaining companies. Divide that sum by the count of those companies to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Sales volume in million units"", ""operator"": "">="", ""value"": 60}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Sales volume in million units""}]}",,,
0g0xma0b0k29lk5j,stackedBar,pending,pending,"Which year has the second largest difference between 65 years and older and 15–64 years?

",Compute the difference between the 15–64 years segment and the 65 years and older segment for each year. Sort these yearly differences from largest to smallest. Select the year associated with the second-largest difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""15–64 years"", ""groupB"": ""65 years and older"", ""seriesField"": ""Age_Group"", ""by"": ""Year"", ""field"": ""Share_of_Total_Population"", ""signed"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Total_Population"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,,
0fhm43s0j7glca29,groupedBar,pending,pending,Which year has the average of the values corresponding to 2018 or the larger value corresponding to 2020?,"Group the bars by year and compute the average revenue across all product categories for 2018. For 2020, scan the bars across product categories and take the single largest revenue value. Compare the 2018 average to the 2020 maximum and select the year associated with the larger of those two quantities.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""2018""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Revenue in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""group"": ""2020""}, {""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Revenue in billion US dollars""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4""}]}",,,
0gacqohbzj07n25s,groupedBar,pending,pending,What is the difference between the average of surgical values in European countries and the average of surgical values in Asian countries?,"Classify European countries as Germany, France, and Italy, and Asian countries as India, Turkey, and Japan. Extract the Surgical bar values for the European set and compute their average. Extract the Surgical bar values for the Asian set and compute their average. Subtract the Asian average from the European average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Country"", ""include"": [""Germany"", ""France"", ""Italy""], ""group"": ""Surgical""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Number of procedures""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""include"": [""India"", ""Turkey"", ""Japan""], ""group"": ""Surgical""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Number of procedures""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
